Number;Name;Released_date;Retired_date;Retail;Value
662205-1;Steve with Drowned Zombie;01.01.2022;01.02.2022;0.00;4.38
562205-1;Dog Parlor;01.01.2022;01.01.2024;0.00;2.36
21337-1;Table Football;01.11.2022;01.12.2023;249.99;179.77
11968-1;Spider;01.01.2022;01.02.2022;0.00;5.88
41727-1;Dog Rescue Centre;01.01.2023;13.03.2025;59.99;52.79
41724-1;Paisley's House;01.01.2023;13.03.2025;44.99;35.19
41728-1;Heartlake Downtown Diner;01.01.2023;13.03.2025;29.99;26.39
41730-1;Autumn's House;01.01.2023;13.03.2025;69.99;61.59
41731-1;Heartlake International School;01.01.2023;13.03.2025;99.99;87.99
662206-1;Alex with Skeleton and Skeleton Horse;01.01.2022;01.02.2022;0.00;4.78
80045-1;Monkey King Ultra Mech;01.01.2023;13.03.2025;139.99;140.79
4002022-1;10 Years of Friendship;01.12.2022;02.12.2022;0.00;79.22
10307-1;Eiffel Tower;25.11.2022;13.03.2025;629.99;554.39
41743-1;Hair Salon;01.01.2023;13.03.2025;44.99;35.19
71414-1;Conkdor's Noggin Bopper;01.01.2023;13.03.2025;14.99;13.19
71415-1;Ice Mario Suit and Frozen World;01.01.2023;13.03.2025;24.99;21.99
71416-1;Lava Wave Ride;01.01.2023;13.03.2025;34.99;30.79
71417-1;Fliprus Snow Adventure;01.01.2023;13.03.2025;64.99;57.19
71418-1;Creativity Toolbox;01.01.2023;13.03.2025;59.99;52.79
71419-1;Peach's Garden Balloon Ride;01.01.2023;13.03.2025;49.99;43.99
71413-1;Blooper Nanny;01.01.2023;01.11.2023;5.99;8.67
71413-2;Green Toad;01.01.2023;01.11.2023;5.99;6.72
71413-3;Ice Bro;01.01.2023;01.11.2023;5.99;6.18
71413-4;Birdo;01.01.2023;01.11.2023;5.99;6.93
71413-5;Bramball;01.01.2023;01.11.2023;5.99;5.89
71413-6;Sumo Bro;01.01.2023;01.11.2023;5.99;5.85
71413-7;Spike;01.01.2023;01.11.2023;5.99;6.16
71413-8;Cat Goombas;01.01.2023;01.11.2023;5.99;6.11
912290-1;Imperial Light Cruiser;01.01.2022;01.02.2022;0.00;3.97
562206-1;Bakery;01.01.2022;01.02.2022;0.00;2.61
71780-1;Kai's Ninja Race Car EVO;01.01.2023;13.03.2025;9.99;8.79
71781-1;Lloyd's Mech Battle EVO;01.01.2023;13.03.2025;19.99;17.59
71782-1;Cole's Earth Dragon EVO;01.01.2023;13.03.2025;34.99;30.79
71783-1;Kai's Mech Rider EVO;01.01.2023;13.03.2025;44.99;39.59
71784-1;Jay's Lightning Jet EVO;01.01.2023;13.03.2025;9.99;8.79
71785-1;Jay's Titan Mech;01.01.2023;13.03.2025;79.99;70.39
71786-1;Zane's Ice Dragon Creature;01.01.2023;13.03.2025;99.99;87.99
71787-1;Creative Ninja Brick Box;01.01.2023;13.03.2025;59.99;52.79
71800-1;Nya's Water Dragon EVO;01.01.2023;13.03.2025;19.99;17.59
71788-1;Lloyd's Ninja Street Bike;01.01.2023;13.03.2025;9.99;8.79
80040-1;Monkie Kid's Combi Mech;01.01.2023;13.03.2025;19.99;17.59
80041-1;Mei's Dragon Jet;01.01.2023;13.03.2025;19.99;17.59
80043-1;Yellow Tusk Elephant;01.01.2023;13.03.2025;69.99;70.39
80044-1;Monkie Kid's Team Hideout;01.01.2023;13.03.2025;99.99;123.19
40615-1;Tusken Raider;01.01.2023;13.03.2025;9.99;8.79
60371-1;Emergency Vehicles HQ;01.01.2023;19.11.2023;64.99;62.68
60382-1;Vet Van Rescue;01.01.2023;11.11.2023;9.99;9.67
60384-1;Penguin Slushy Van;01.01.2023;13.03.2025;19.99;17.59
60386-1;Recycling Truck;01.01.2023;13.03.2025;34.99;26.39
60388-1;Gaming Tournament Truck;01.01.2023;13.03.2025;44.99;35.19
60389-1;Custom Car Garage;01.01.2023;13.03.2025;49.99;52.79
41723-1;Donut Shop;01.01.2023;13.03.2025;9.99;8.79
41726-1;Holiday Camping Trip;01.01.2023;13.03.2025;24.99;17.59
41729-1;Organic Grocery Store;01.01.2023;01.12.2023;89.99;79.19
41732-1;Downtown Flower and Design Stores;01.01.2023;25.11.2023;159.99;113.70
41733-1;Mobile Bubble Tea Shop;01.01.2023;13.03.2025;9.99;8.79
41735-1;Mobile Tiny House;01.01.2023;13.03.2025;64.99;57.19
41738-1;Dog Rescue Bike;01.01.2023;13.03.2025;9.99;8.79
41739-1;Liann's Room;01.01.2023;13.03.2025;19.99;17.59
41740-1;Aliya's Room;01.01.2023;13.03.2025;19.99;17.59
41741-1;Dog Rescue Van;01.01.2023;13.03.2025;29.99;26.39
41751-1;Skate Park;01.01.2023;13.03.2025;49.99;43.99
41754-1;Leo's Room;01.01.2023;13.03.2025;19.99;17.59
41755-1;Nova's Room;01.01.2023;13.03.2025;19.99;17.59
21240-1;The Swamp Adventure;01.01.2023;13.03.2025;9.99;8.79
21241-1;The Bee Cottage;01.01.2023;13.03.2025;19.99;21.99
21242-1;The End Arena;01.01.2023;13.03.2025;24.99;21.99
21243-1;The Frozen Peaks;01.01.2023;13.03.2025;34.99;30.79
21244-1;The Sword Outpost;01.01.2023;13.03.2025;44.99;39.59
21245-1;The Panda Haven;01.01.2023;13.03.2025;49.99;43.99
21246-1;The Deep Dark Battle;01.01.2023;13.03.2025;64.99;57.19
76917-1;Nissan Skyline GT-R;01.01.2023;13.03.2025;24.99;21.99
40632-1;Aragorn and Arwen;01.01.2023;13.03.2025;19.99;17.59
11031-1;Creative Monkey Fun;01.01.2023;13.03.2025;9.99;8.79
30634-1;Friendship Flowers;01.01.2023;13.03.2025;3.99;4.39
40646-1;Daffodils;01.01.2023;13.03.2025;12.99;11.43
30649-1;Ice Dragon Creature;01.01.2023;01.05.2023;3.99;7.22
43214-1;Twirling Rapunzel;01.01.2023;13.03.2025;9.99;8.79
43211-1;Aurora's Castle;01.01.2023;13.03.2025;44.99;39.59
30644-1;Vintage Car;01.01.2023;01.01.2024;3.99;8.76
30656-1;Monkey King Marketplace;01.01.2023;01.01.2024;3.99;7.23
40630-1;Frodo & Gollum;01.01.2023;13.03.2025;14.99;13.19
30642-1;Birthday Train;01.01.2023;01.07.2023;3.99;7.25
40631-1;Gandalf the Grey and Balrog;01.01.2023;13.03.2025;19.99;17.59
41742-1;Cat Hotel;01.01.2023;01.12.2023;29.99;45.97
43210-1;Moana's Wayfinding Boat;01.01.2023;13.03.2025;34.99;30.79
30633-1;Skate Ramp;01.01.2023;01.01.2024;3.99;7.11
43216-1;Princess Enchanted Journey;01.01.2023;13.03.2025;64.99;57.19
40644-1;Pinata;01.01.2023;13.03.2025;9.99;8.79
40651-1;Australia Postcard;01.01.2023;13.03.2025;14.99;13.19
10312-1;Jazz Club;01.01.2023;13.03.2025;229.99;202.39
76420-1;Triwizard Tournament: The Black Lake;01.03.2023;13.03.2025;44.99;39.59
76412-1;Hufflepuff House Banner;01.03.2023;26.12.2023;34.99;43.87
76413-1;Hogwarts: Room of Requirement;01.03.2023;13.03.2025;49.99;43.99
76410-1;Slytherin House Banner;01.03.2023;31.12.2023;34.99;33.73
76411-1;Ravenclaw House Banner;01.03.2023;25.11.2023;34.99;42.96
76409-1;Gryffindor House Banner;01.03.2023;25.11.2023;34.99;35.19
11969-1;Fire Vehicle;01.11.2022;01.12.2022;0.00;2.93
75347-1;TIE Bomber;01.01.2023;13.03.2025;64.99;57.19
75345-1;501st Clone Troopers Battle Pack;01.01.2023;13.03.2025;19.99;17.59
75344-1;Boba Fett's Starship Microfighter;01.01.2023;13.03.2025;9.99;8.79
11027-1;Creative Neon Fun;01.03.2023;13.03.2025;19.99;17.59
11028-1;Creative Pastel Fun;01.03.2023;13.03.2025;19.99;17.59
11029-1;Creative Party Box;01.03.2023;13.03.2025;49.99;43.99
11030-1;Lots of Bricks;01.03.2023;13.03.2025;59.99;52.79
30647-1;The Stalactite Cave;01.01.2023;01.01.2024;3.99;5.33
30654-1;X-wing Starfighter;01.01.2023;01.06.2023;3.99;7.86
76914-1;Ferrari 812 Competizione;01.03.2023;13.03.2025;24.99;21.99
76915-1;Pagani Utopia;01.03.2023;13.03.2025;24.99;21.99
76916-1;Porsche 963;01.03.2023;13.03.2025;24.99;21.99
76918-1;McLaren Solus GT & McLaren F1 LM;01.03.2023;13.03.2025;44.99;30.79
40622-1;Disney 100th Celebration;01.02.2023;13.03.2025;39.99;35.19
10313-1;Wildflower Bouquet;01.02.2023;13.03.2025;59.99;52.79
10314-1;Dried Flower Centrepiece;01.02.2023;13.03.2025;49.99;43.99
43219-1;Disney Princess Creative Castles;01.03.2023;13.03.2025;34.99;30.79
11975-1;Tractor;01.01.2023;01.02.2023;0.00;3.99
30646-1;Moana's Dolphin Cove;01.02.2023;01.02.2024;3.99;7.51
21338-1;A-Frame Cabin;04.02.2023;13.03.2025;179.99;158.39
75351-1;Princess Leia (Boushh) Helmet;01.03.2023;13.03.2025;69.99;61.59
75350-1;Clone Commander Cody Helmet;01.03.2023;13.03.2025;69.99;61.59
75349-1;Captain Rex Helmet;01.03.2023;13.03.2025;69.99;61.59
11974-1;Polar Bear;01.01.2023;01.02.2023;0.00;7.44
40620-1;Cruella & Maleficent;01.03.2023;13.03.2025;19.99;17.59
40619-1;EVE & WALL-E;01.03.2023;13.03.2025;14.99;13.19
40621-1;Moana & Merida;01.03.2023;13.03.2025;19.99;17.59
11033-1;Creative Fantasy Universe;01.03.2023;13.03.2025;89.99;79.19
10316-1;The Lord of the Rings: Rivendell;05.03.2023;13.03.2025;499.99;439.99
40586-1;Moving Truck;21.02.2023;03.03.2023;0.00;23.46
43212-1;Disney Celebration Train;01.04.2023;13.03.2025;39.99;35.19
43217-1;'Up' House;01.04.2023;13.03.2025;54.99;52.79
21339-1;BTS Dynamite;01.03.2023;13.03.2025;99.99;87.99
43220-1;Peter Pan & Wendy's Storybook Adventure;01.03.2023;13.03.2025;19.99;17.59
30651-1;Quidditch Practice;01.03.2023;10.09.2023;3.39;7.41
30657-1;McLaren Solus GT;01.03.2023;01.03.2024;4.39;7.86
75356-1;Executor Super Star Destroyer;01.05.2023;13.03.2025;69.99;61.59
40624-1;Alex;01.04.2023;25.11.2023;9.99;14.44
40625-1;Llama;01.04.2023;01.02.2024;9.99;19.25
40626-1;Zombie;01.04.2023;01.12.2023;9.99;15.38
952303-1;Worker with Lawnmower;01.01.2023;01.02.2023;0.00;3.48
75363-1;The Mandalorian's N-1 Starfighter Microfighter;01.08.2023;13.03.2025;15.99;14.07
75346-1;Pirate Snub Fighter;01.05.2023;13.03.2025;34.99;30.79
71423-1;Dry Bowser Castle Battle Expansion Set;01.08.2023;13.03.2025;104.99;96.79
75361-1;Spider Tank;01.08.2023;13.03.2025;52.99;43.99
10317-1;Land Rover Defender 90;04.04.2023;13.03.2025;239.99;211.19
11976-1;Space Shuttle;01.01.2023;01.02.2023;0.00;4.95
912304-1;X-Wing;01.01.2023;01.02.2023;0.00;3.85
40623-1;Battle of Endor Heroes;01.05.2023;01.02.2024;39.99;35.67
662302-1;Cave Explorer. Creeper and Slime;01.01.2023;01.02.2023;0.00;4.42
43215-1;Magical Treehouse;01.06.2023;13.03.2025;159.99;140.79
75358-1;Tenoo Jedi Temple;01.06.2023;13.03.2025;42.99;35.19
21340-1;Tales of the Space Age;08.04.2023;13.03.2025;49.99;43.99
43225-1;The Little Mermaid;01.06.2023;13.03.2025;159.99;140.79
75352-1;Emperor's Throne Room Diorama;01.05.2023;13.03.2025;99.99;87.99
75353-1;Endor Speeder Chase Diorama;01.05.2023;13.03.2025;79.99;70.39
21343-1;Viking Village;01.10.2023;13.03.2025;139.99;114.39
43213-1;The Little Mermaid Story Book;01.05.2023;13.03.2025;19.99;17.59
43221-1;100 Years of Disney Animation Icons;01.06.2023;13.03.2025;54.99;52.79
40591-1;Death Star II;01.05.2023;07.05.2023;0.00;41.78
43229-1;Ariel's Treasure Chest;01.06.2023;13.03.2025;47.99;39.59
71420-1;Rambi the Rhino Expansion Set;01.08.2023;13.03.2025;9.99;9.67
71421-1;Dixie Kong's Jungle Jam Expansion Set;01.08.2023;13.03.2025;26.99;23.75
71424-1;Donkey Kong's Tree House;01.08.2023;13.03.2025;64.99;52.79
71425-1;Diddy Kong's Mine Cart Ride Expansion Set;01.08.2023;13.03.2025;104.99;96.79
76421-1;Dobby the House Elf;01.06.2023;13.03.2025;29.99;30.79
75348-1;Mandalorian Fang Fighter vs TIE Interceptor;26.04.2023;13.03.2025;99.99;87.99
43226-1;Disney Duos;01.06.2023;13.03.2025;47.99;39.59
43227-1;Villain Icons;01.06.2023;13.03.2025;139.99;114.39
562303-1;Puppy and Doghouse;01.01.2023;01.01.2024;0.00;2.46
76414-1;Expecto Patronum;01.06.2023;13.03.2025;69.99;61.59
76422-1;Diagon Alley: Weasleys' Wizard Wheezes;01.06.2023;13.03.2025;84.99;79.19
60363-1;Ice Cream Shop;01.06.2023;13.03.2025;34.99;35.19
60362-1;Car Wash;01.06.2023;13.03.2025;19.99;29.03
60366-1;Ski and Climbing Center;01.06.2023;13.03.2025;104.99;105.59
60365-1;Apartment Building;01.06.2023;13.03.2025;84.99;83.59
60364-1;Skate Park;01.06.2023;13.03.2025;54.99;59.83
60380-1;Downtown;01.06.2023;13.03.2025;209.99;175.99
60379-1;Research Submarine;01.06.2023;13.03.2025;104.99;96.79
60398-1;Family House;01.06.2023;01.12.2023;52.99;60.11
60377-1;Explorer Diving Boat;01.06.2023;13.03.2025;29.99;35.19
41737-1;Beach Adventure Park;01.06.2023;13.03.2025;99.99;105.59
41759-1;Heartlake City Bus;01.06.2023;13.03.2025;54.99;43.99
40650-1;Land Rover Classic Defender;01.06.2023;13.03.2025;14.99;13.19
41757-1;Botanical Garden;01.06.2023;13.03.2025;84.99;70.39
40616-1;Harry Potter & Cho Chang;01.06.2023;13.03.2025;19.99;17.59
40617-1;Draco Malfoy & Cedric Diggory;01.06.2023;13.03.2025;19.99;17.59
40618-1;Kingsley Shacklebolt & Nymphadora Tonks;01.06.2023;13.03.2025;19.99;17.59
80046-1;Monkie Kid's Cloud Airship;01.06.2023;13.03.2025;47.99;43.99
80048-1;The Mighty Azure Lion;01.06.2023;13.03.2025;74.99;70.39
80047-1;Mei's Guardian Dragon;01.06.2023;13.03.2025;52.99;65.99
80049-1;Dragon of the East Palace;01.06.2023;13.03.2025;189.99;167.19
76423-1;Hogwarts Express & Hogsmeade Station;01.06.2023;13.03.2025;129.99;114.39
71798-1;Nya and Arin's Baby Dragon Battle;01.06.2023;13.03.2025;31.99;30.79
30650-1;Kai and Rapton's Temple Battle;02.06.2023;29.06.2023;3.99;8.00
76415-1;The Battle of Hogwarts;01.06.2023;13.03.2025;84.99;70.39
76416-1;Quidditch Trunk;01.06.2023;13.03.2025;69.99;57.19
41744-1;Sports Center;01.06.2023;13.03.2025;94.99;83.59
41745-1;Autumn's Stable;01.06.2023;13.03.2025;62.99;52.79
41746-1;Riding School;01.06.2023;13.03.2025;29.99;26.39
41747-1;Heartlake City Community Kitchen;01.06.2023;13.03.2025;69.99;59.83
41748-1;Heartlake City Community Center;01.06.2023;13.03.2025;149.99;123.19
41749-1;News Van;01.06.2023;13.03.2025;29.99;26.39
41752-1;Sea Rescue Aircraft;01.06.2023;13.03.2025;19.99;17.59
41753-1;Pancake Shop;01.06.2023;13.03.2025;9.99;9.67
41725-1;Beach Buggy Fun;01.06.2023;13.03.2025;9.99;9.67
6471930-1;Lucas Yoda Fountain;06.05.2023;06.05.2023;0.00;34.02
41734-1;Sea Rescue Boat;01.06.2023;13.03.2025;84.99;70.39
41736-1;Sea Rescue Center;01.06.2023;13.03.2025;49.99;43.99
71799-1;NINJAGO City Markets;01.06.2023;13.03.2025;369.99;325.59
71795-1;Temple of the Dragon Energy Cores;01.06.2023;13.03.2025;94.99;83.59
71792-1;Sora's Transforming Mech Bike Racer;01.06.2023;13.03.2025;47.99;42.23
71791-1;Zane's Dragon Power Spinjitzu Race Car;01.06.2023;13.03.2025;34.99;30.79
71793-1;Heatwave Transforming Lava Dragon;01.06.2023;13.03.2025;52.99;48.39
71794-1;Lloyd and Arin's Ninja Team Mechs;01.06.2023;13.03.2025;84.99;70.39
71796-1;Elemental Dragon vs. The Empress Mech;01.06.2023;13.03.2025;104.99;114.39
71797-1;Destiny's Bounty - Race Against Time;01.06.2023;13.03.2025;149.99;140.79
71790-1;Imperium Dragon Hunter Hound;01.06.2023;13.03.2025;20.99;17.59
71789-1;Kai and Ras's Car and Bike Battle;01.06.2023;13.03.2025;20.99;17.59
71777-1;Kai's Dragon Power Flip;01.06.2023;13.03.2025;9.99;9.67
71778-1;Nya's Dragon Power Drift;01.06.2023;13.03.2025;9.99;9.67
71779-1;Lloyd's Dragon Power Spin;01.06.2023;13.03.2025;9.99;9.67
21342-1;Insects;04.09.2023;13.03.2025;79.99;70.39
11977-1;Hammerhead Shark;01.01.2023;01.02.2023;0.00;5.60
21341-1;Hocus Pocus: The Sanderson Sister Cottage;01.07.2023;13.03.2025;229.99;202.39
41756-1;Ski Slope and Cafe;01.09.2023;13.03.2025;84.99;70.39
41760-1;Igloo Holiday;01.09.2023;13.03.2025;49.99;43.99
10323-1;PAC-MAN Arcade;01.06.2023;13.03.2025;269.99;237.59
912306-1;Y-Wing;01.01.2023;01.02.2023;0.00;4.08
75370-1;Stormtrooper Mech;01.08.2023;13.03.2025;15.99;14.07
75368-1;Darth Vader Mech;01.08.2023;13.03.2025;15.99;14.07
75369-1;Boba Fett Mech;01.08.2023;13.03.2025;15.99;14.07
71422-1;Picnic at Mario's House;01.08.2023;13.03.2025;37.99;33.43
21247-1;The Axolotl House;01.08.2023;13.03.2025;26.99;23.75
21248-1;The Pumpkin Farm;01.08.2023;13.03.2025;37.99;35.19
21249-1;The Crafting Box 4.0;01.08.2023;13.03.2025;74.99;70.39
21250-1;The Iron Golem Fortress;01.08.2023;13.03.2025;104.99;96.79
60395-1;Combo Race Pack;01.08.2023;13.03.2025;29.99;26.39
60396-1;Modified Race Cars;01.08.2023;13.03.2025;29.99;26.39
60397-1;Monster Truck Race;01.08.2023;13.03.2025;29.99;26.39
75359-1;332nd Ahsoka's Clone Trooper Battle Pack;01.08.2023;13.03.2025;20.99;17.59
75360-1;Yoda's Jedi Starfighter;01.08.2023;13.03.2025;34.99;30.79
75365-1;Yavin 4 Rebel Base;01.08.2023;13.03.2025;169.99;149.59
76419-1;Hogwarts Castle and Grounds;01.09.2023;13.03.2025;169.99;149.59
30635-1;Beach Cleanup;05.06.2023;13.03.2025;0.00;0.00
30645-1;Snowman;01.06.2023;13.03.2025;3.99;4.39
11978-1;Viking Ship;01.01.2023;01.02.2023;0.00;8.02
10320-1;Eldorado Fortress;04.07.2023;13.03.2025;214.99;189.19
10315-1;Tranquil Garden;01.08.2023;13.03.2025;104.99;96.79
43232-1;Peter Pan & Wendy's Flight over London;01.09.2023;13.03.2025;64.99;52.79
40600-1;Disney 100 Years Celebration;01.07.2023;09.07.2023;39.99;26.39
43222-1;Disney Castle;01.07.2023;13.03.2025;399.99;351.99
21060-1;Himeji Castle;01.08.2023;13.03.2025;159.99;140.79
11032-1;Creative Color Fun;01.08.2023;13.03.2025;69.99;57.19
10321-1;Corvette;01.08.2023;13.03.2025;149.99;131.99
71427-1;Larry's and Morton's Airships;01.08.2023;13.03.2025;84.99;70.39
75357-1;Ghost & Phantom II;01.09.2023;13.03.2025;169.99;140.79
43230-1;Walt Disney Tribute Camera;01.09.2023;13.03.2025;99.99;87.99
76417-1;Gringotts Wizarding Bank;01.09.2023;13.03.2025;429.99;378.39
912308-1;AT-TE;15.07.2023;15.08.2023;0.00;3.86
40628-1;Miles 'Tails' Prower;01.09.2023;13.03.2025;9.99;8.79
40627-1;Sonic the Hedgehog;01.09.2023;13.03.2025;9.99;8.79
562304-1;Beach Shop and Dolphin;01.01.2023;01.01.2024;0.00;3.24
75371-1;Chewbacca;01.09.2023;13.03.2025;209.99;175.99
75362-1;Ahsoka Tano's T-6 Jedi Shuttle;01.09.2023;13.03.2025;74.99;70.39
75364-1;New Republic E-wing vs. Shin Hati's Starfighter;01.09.2023;13.03.2025;104.99;96.79
75354-1;Coruscant Guard Gunship;01.09.2023;13.03.2025;149.99;123.19
10318-1;Concorde;04.09.2023;13.03.2025;199.99;175.99
40598-1;Gringotts Vault;01.09.2023;15.09.2023;0.00;42.50
662306-1;Pillager with Training Dummy;01.01.2023;01.02.2023;0.00;4.70
40613-1;Mini Disney Palace of Agrabah;01.10.2023;13.03.2025;39.99;35.19
40658-1;Millennium Falcon Holiday Diorama;01.10.2023;31.12.2023;29.99;28.67
43224-1;King Magnifico's Castle;01.10.2023;13.03.2025;94.99;87.99
43223-1;Asha in the City of Rosas;01.10.2023;13.03.2025;20.99;17.59
43231-1;Asha's Cottage;01.10.2023;13.03.2025;52.99;43.99
21344-1;Orient Express;01.12.2023;13.03.2025;299.99;263.99
562305-1;Sushi Stall;01.01.2023;01.01.2024;0.00;2.43
6482525-1;Wand;01.09.2023;;0.00;26.40
71426-1;Piranha Plant;06.11.2023;13.03.2025;64.99;52.79
40597-1;Scary Pirate Island;10.10.2023;22.10.2023;0.00;11.51
40659-1;Mini Steamboat Willie;23.10.2023;31.10.2023;0.00;30.76
10326-1;Natural History Museum;01.12.2023;13.03.2025;299.99;263.99
912311-1;TIE Advanced;06.10.2023;06.11.2023;0.00;4.35
40595-1;Tribute to Galileo Galilei;01.11.2023;16.11.2023;0.00;22.99
10329-1;Tiny Plants;01.12.2023;13.03.2025;49.99;43.99
952311-1;Diver with Underwater Scooter;01.01.2023;01.02.2023;0.00;3.30
21252-1;The Armory;01.12.2023;13.03.2025;19.99;17.59
21253-1;The Animal Sanctuary;01.12.2023;13.03.2025;19.99;17.59
912312-1;Yoda's Jedi Starfighter;01.01.2023;01.02.2023;0.00;3.96
662308-1;Alex. Baby Llama and Bee;01.01.2023;01.02.2023;0.00;4.53
562306-1;Cake Kitchen;01.01.2023;01.01.2024;0.00;2.68
912313-1;Republic Fighter Tank;02.12.2023;02.01.2024;0.00;5.01
